,estatura,estado_de_nacimiento,tiempo_de_aplicacion_en_minutos,salario,meses_de_existencia_del_email,antiguedad_de_linea_telefono_en_meses,signo_zodiacal,dependientes_economicos,autocalificacion,edad,es_fraude
0,1.5163380302362313,Baja California,36.15932524344525,1469.5102046367574,61.63295787985722,94.28958606647254,libra,2.056061450574275,no me tengo confianza,42.09982765377595,1
1,1.550566319655868,Jalisco,61.1889590492875,3247.4376907417713,78.01193998543243,76.21670728203088,géminis,1.8368168507560942,le echo ganas,42.323933982754156,0
2,1.5654944558554849,Chiapas,38.51794303334106,2497.7921194878886,84.51856147488257,81.39622362998395,capricornio,2.49120661318398,le echo ganas,38.83077334523211,1
3,1.535703831201055,Nuevo León,48.50482606071863,2120.8394422078886,52.24986765485672,92.66240850531041,capricornio,2.577344169863853,no me tengo confianza,43.18440290699393,1
4,1.638269000800805,Jalisco,66.07919201475707,3212.4574625015894,64.70372897621755,91.59394568111205,capricornio,1.781526120682817,le echo ganas,41.37545932193923,0
5,1.4896314422291128,Nuevo León,54.40015657823425,2551.519793073054,62.13601444021486,102.17723559228051,libra,1.4573016416047957,no me tengo confianza,32.08173734102286,1
6,1.6929091496417836,Jalisco,58.58870016721278,3060.1359954274794,69.2361884311519,104.26602257127627,capricornio,0.5773557834760569,le echo ganas,46.54153629940283,0
7,1.662173341967154,Chiapas,41.628862181571996,1616.8493815528605,64.43861156663188,108.06649363423516,leo,2.9896625324471247,no me tengo confianza,34.82536617221518,1
8,1.6860800147706136,Baja California,46.68890282584971,2750.2492613859963,32.28517248819127,138.85369683334602,capricornio,2.1492630902171923,le echo ganas,46.00970178345759,1
9,1.775052864999916,Nuevo León,72.5790280741747,2831.7371815264733,59.47935736545787,140.05051099155955,capricornio,1.3241180698055681,le echo ganas,41.80922418063812,0
10,1.6167980801112156,Jalisco,40.868629774320084,2433.581388607022,45.80862381300129,117.27609860759271,libra,2.158716825901356,le echo ganas,45.469314619943276,1
11,1.564700627651872,Jalisco,45.276948802661565,2882.858664115098,90.65108483546857,82.46050793955342,capricornio,1.1926546246077205,le echo ganas,48.38308447849147,1
12,1.5923696809098251,Jalisco,53.064462285326236,2367.514963477629,62.83037667089107,109.09132517021357,capricornio,2.304876917893703,le echo ganas,32.509866993557665,0
13,1.6335425682009694,Jalisco,42.41914761913803,2848.146627145992,37.439820366043946,146.6164388469999,libra,2.1258263479771644,le echo ganas,34.88679295945121,1
14,1.6852290275327408,Jalisco,80.32434875830673,2711.850311830646,80.34908755092385,72.69502251675587,capricornio,1.7639542161970827,le echo ganas,41.8100422059337,0
15,1.5879102059423629,Nuevo León,31.720176684588022,2173.332992051837,52.692627017863735,101.75835625312891,libra,2.0626758605288535,le echo ganas,46.26901942019437,1
16,1.5451042569413562,Chiapas,57.39394453087477,3193.709027013725,48.7456269501038,69.65640212970396,capricornio,2.377327726431413,no me tengo confianza,42.39757560620258,0
17,1.6058192543339016,Baja California,29.712465681818387,2250.560792107959,68.08782610615708,101.28681220854538,leo,2.7474032646564472,le echo ganas,40.97854820860112,1
18,1.6187005012564226,Nuevo León,31.933712095746017,1794.921967820028,64.8012511968985,125.44968764198555,capricornio,1.635511822400792,le echo ganas,35.632252787595334,0
19,1.6434904423952574,Jalisco,56.43254411433161,3232.010164282727,92.31401532796161,94.74129059728978,libra,2.4760459774619656,le echo ganas,48.04121415661841,0
20,1.7101982512787792,Jalisco,45.779688205143536,2537.0765185084433,76.82216357881622,109.54511130322821,capricornio,1.5308515394775921,le echo ganas,43.52343712149816,0
21,1.6151989827707138,Nuevo León,64.31977343440349,2982.2514682563897,58.92043370239854,114.7468909457139,géminis,1.1942990757036256,no me tengo confianza,47.82112757189863,0
22,1.5440825247944494,Jalisco,26.895758060493353,1282.857385292621,36.67205372805056,125.73501227397651,capricornio,2.036171914401403,le echo ganas,43.00411964056996,0
23,1.5700980948610224,Nuevo León,98.38244295344522,4440.348610813386,85.05011054422812,113.78115117636625,capricornio,1.9493363719938988,me equivoco pero soy chido,39.51104059755178,0
24,1.6587879480250858,Nuevo León,34.93300375033232,1604.662382922208,59.033389096909445,70.47673755082778,libra,1.7314324522452935,no me tengo confianza,53.07961912214667,1
25,1.5670389573810193,Nuevo León,32.130461289433384,1783.5110876669282,46.07163071221043,103.76916163016472,libra,2.4497118568585305,le echo ganas,46.276238483196764,1
26,1.567910352177584,Nuevo León,55.8560421893504,2902.5972404146682,76.29037089997527,74.64130404375585,capricornio,2.560988902643256,le echo ganas,54.13336603484336,0
